Receiver,Sender,external_exists,external_id,ywp_id,ywp_year,actorID,bc_id,conflictID,bc_name,bwd_id,bwd_name,country1,country2,locationid1,locationid2,external_nameid,external_alleged,external_type_X,external_type_Y,external_type_L,external_type_W,external_type_M,external_type_T,external_type_$,external_type_I,external_type_O,external_type_U,external_type_text,external_type_code
LTTE,India,1,5290,6524,1985,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,750,0,0,0,1,1,0,1,0,0,0,0,"Access to Territory, Weapons, Training/Expertise",LWT
LTTE,India,1,5291,6528,1986,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,750,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
LTTE,India,1,5292,6532,1987,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,750,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
LTTE,State Government of Tamil Nadu,1,5293,6534,1988,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9012,0,0,0,1,0,1,1,1,0,0,0,"Access to Territory, Materiel/Logistics, Training/Expertise, Funding/Economic Support",LMT$
LTTE,State Government of Tamil Nadu,1,5294,3439,1989,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9012,0,0,0,1,0,1,1,1,0,0,0,"Access to Territory, Materiel/Logistics, Training/Expertise, Funding/Economic Support",LMT$
LTTE,State Government of Tamil Nadu,1,5295,3444,1990,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9012,0,0,0,1,0,1,1,1,0,0,0,"Access to Territory, Materiel/Logistics, Training/Expertise, Funding/Economic Support",LMT$
LTTE,State Government of Tamil Nadu,1,5296,3497,1991,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9012,0,0,0,1,0,1,1,1,0,0,0,"Access to Territory, Materiel/Logistics, Training/Expertise, Funding/Economic Support",LMT$
LTTE,Tamil Diaspora,1,5297,3497,1991,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5298,3447,1992,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5299,3501,1993,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5300,3503,1994,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5301,3486,1995,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5302,3550,1996,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5303,3489,1997,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5304,3544,1998,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5305,3548,1999,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5306,3491,2000,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5307,3528,2001,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5308,4530,2003,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5309,5528,2005,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5310,7481,2006,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5311,7897,2007,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5312,8324,2008,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
LTTE,Tamil Diaspora,1,5313,8671,2009,1163,151,157,Sri Lanka (Eelam),243,Government of Sri Lanka (Ceylon) - LTTE,Sri Lanka (Ceylon),,780,0,9813,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
TELO,India,1,5317,6521,1984,1164,151,157,Sri Lanka (Eelam),526,Government of Sri Lanka (Ceylon) - TELO,Sri Lanka (Ceylon),,780,0,750,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
TELO,India,1,5318,6525,1985,1164,151,157,Sri Lanka (Eelam),526,Government of Sri Lanka (Ceylon) - TELO,Sri Lanka (Ceylon),,780,0,750,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
JEM,Eritrea,1,5324,4990,2003,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,531,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
JEM,Eritrea,1,5325,5158,2004,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,531,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
JEM,Libya,1,5326,5158,2004,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,620,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
JEM,Chad,1,5327,5158,2004,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,483,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
JEM,Chad,1,5328,7901,2007,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,483,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
JEM,Chad,1,5329,8339,2008,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,483,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
JEM,Chad,1,5330,8663,2009,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,483,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
JEM,Libya,1,5331,8663,2009,1315,233,113,Sudan,434,Government of Sudan - JEM,Sudan,,625,0,620,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
National Front,Libya,1,5333,6424,1976,1311,233,113,Sudan,521,Government of Sudan - National Front,Sudan,,625,0,620,0,0,0,0,1,0,1,0,0,0,0,"Weapons, Training/Expertise",WT
NDA,Eritrea,1,5340,7691,1996,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,531,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Ethiopia,1,5341,7691,1996,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,530,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Uganda,1,5342,7691,1996,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,500,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Eritrea,1,5343,7692,1997,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,531,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Ethiopia,1,5344,7692,1997,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,530,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Uganda,1,5345,7692,1997,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,500,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Eritrea,1,5346,7693,1998,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,531,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Ethiopia,1,5347,7693,1998,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,530,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Uganda,1,5348,7693,1998,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,500,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Eritrea,1,5349,7693,1999,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,531,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Ethiopia,1,5350,7693,1999,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,530,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NDA,Uganda,1,5351,7693,1999,1314,233,113,Sudan,645,Government of Sudan - NDA,Sudan,,625,0,500,0,0,0,1,1,0,0,0,0,0,0,"Access to Territory, Weapons",LW
NRF,Chad,1,5355,7479,2006,1317,233,113,Sudan,630,Government of Sudan - NRF,Sudan,,625,0,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
SLM/A,Eritrea,1,5362,4989,2003,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,531,0,0,0,0,1,1,0,1,0,0,0,"Weapons, Materiel/Logistics, Funding/Economic Support",WM$
SLM/A,Eritrea,1,5363,5157,2004,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,531,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
SLM/A,Libya,1,5364,5157,2004,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,620,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
SLM/A,Chad,1,5365,5157,2004,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,483,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
SLM/A,Eritrea,1,5367,5435,2005,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,531,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
SLM/A,Libya,1,5368,5435,2005,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,620,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
SLM/A,Chad,1,5369,5435,2005,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,483,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
SLM/A,Chad,1,5370,5782,2006,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
SLM/A,Chad,1,5371,8338,2008,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
SLM/A,Fur Diaspora,1,5372,8338,2008,1316,233,113,Sudan,433,Government of Sudan - SLM/A,Sudan,,625,0,9801,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
SLM/A (MM),Chad,1,5375,7491,2006,1318,233,113,Sudan,631,Government of Sudan - SLM/A (MM),Sudan,,625,0,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
SLM/A-Unity,Chad,1,5378,7903,2007,1319,233,113,Sudan,648,Government of Sudan - SLM/A-Unity,Sudan,,625,0,483,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
SLM/A-Unity,Chad,1,5379,8342,2008,1319,233,113,Sudan,648,Government of Sudan - SLM/A-Unity,Sudan,,625,0,483,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
SPLM/A,Ethiopia,1,5432,7597,1983,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,1,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Training/Expertise",LWMT
SPLM/A,Libya,1,5433,7597,1983,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,620,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
SPLM/A,Ethiopia,1,5434,8923,1984,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,1,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Training/Expertise",LWMT
SPLM/A,Libya,1,5435,8923,1984,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,620,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
SPLM/A,Ethiopia,1,5436,7757,1985,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,1,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Training/Expertise",LWMT
SPLM/A,Ethiopia,1,5437,8930,1986,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,1,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Training/Expertise",LWMT
SPLM/A,Ethiopia,1,5438,8932,1987,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,1,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Training/Expertise",LWMT
SPLM/A,Israel,1,5439,8932,1987,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,666,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
SPLM/A,Ethiopia,1,5440,7759,1988,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,1,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Training/Expertise",LWMT
SPLM/A,Ethiopia,1,5441,7619,1989,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,1,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Training/Expertise",LWMT
SPLM/A,Uganda,1,5442,7619,1989,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
SPLM/A,Ethiopia,1,5444,7621,1990,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,1,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Training/Expertise",LWMT
SPLM/A,Uganda,1,5445,7621,1990,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
SPLM/A,Ethiopia,1,5446,7623,1991,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,1,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Training/Expertise",LWMT
SPLM/A,Uganda,1,5447,7623,1991,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
SPLM/A,Uganda,1,5448,7625,1992,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
SPLM/A,Uganda,1,5449,7627,1993,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
SPLM/A,Uganda,1,5452,7629,1994,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,1,1,0,0,0,0,0,"Access to Territory, Weapons, Materiel/Logistics",LWM
SPLM/A,Israel,1,5453,7629,1994,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,666,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
SPLM/A,Egypt,1,5454,7629,1994,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,651,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
SPLM/A,Saudi Arabia,1,5455,7629,1994,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,670,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
SPLM/A,Eritrea,1,5456,7631,1995,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,531,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Ethiopia,1,5457,7631,1995,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Uganda,1,5458,7631,1995,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Eritrea,1,5459,7634,1996,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,531,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Ethiopia,1,5460,7634,1996,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Uganda,1,5461,7634,1996,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Eritrea,1,5462,7665,1997,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,531,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Ethiopia,1,5463,7665,1997,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Uganda,1,5464,7665,1997,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Eritrea,1,5465,7666,1998,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,531,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Ethiopia,1,5466,7666,1998,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Uganda,1,5467,7666,1998,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Eritrea,1,5468,7671,1999,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,531,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Ethiopia,1,5469,7671,1999,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,530,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Uganda,1,5470,7671,1999,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,500,0,0,0,1,1,1,0,1,0,0,0,"Access to Territory, Weapons, Materiel/Logistics, Funding/Economic Support",LWM$
SPLM/A,Eritrea,1,5473,7646,2002,1312,233,113,Sudan,641,Government of Sudan - SPLM/A,Sudan,,625,0,531,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
UTO,Afghanistan,1,5500,4373,1992,1188,205,200,Tajikistan,353,Government of Tajikistan - UTO,Tajikistan,,702,0,700,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
UTO,Afghanistan,1,5501,4588,1993,1188,205,200,Tajikistan,353,Government of Tajikistan - UTO,Tajikistan,,702,0,700,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
UTO,Afghanistan,1,5502,4626,1994,1188,205,200,Tajikistan,353,Government of Tajikistan - UTO,Tajikistan,,702,0,700,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
UTO,Afghanistan,1,5503,4627,1995,1188,205,200,Tajikistan,353,Government of Tajikistan - UTO,Tajikistan,,702,0,700,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
UTO,Afghanistan,1,5504,4630,1996,1188,205,200,Tajikistan,353,Government of Tajikistan - UTO,Tajikistan,,702,0,700,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
CPT,China,1,5506,7226,1975,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,710,0,0,0,1,1,0,0,0,0,1,0,"Access to Territory, Weapons, Other forms of support, check codebook",LWO
CPT,North Vietnam,1,5507,7226,1975,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,816,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
CPT,China,1,5508,7228,1976,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,710,0,0,0,1,1,0,0,0,0,1,0,"Access to Territory, Weapons, Other forms of support, check codebook",LWO
CPT,Vietnam,1,5509,7228,1976,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,816,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
CPT,Laos,1,5510,7228,1976,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,812,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
CPT,China,1,5511,7230,1977,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,710,0,0,0,1,1,0,0,0,0,1,0,"Access to Territory, Weapons, Other forms of support, check codebook",LWO
CPT,Vietnam,1,5512,7230,1977,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,816,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
CPT,Laos,1,5513,7230,1977,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,812,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
CPT,China,1,5514,7232,1978,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,710,0,0,0,1,1,0,0,0,0,1,0,"Access to Territory, Weapons, Other forms of support, check codebook",LWO
CPT,Vietnam,1,5515,7232,1978,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,816,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
CPT,Laos,1,5516,7232,1978,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,812,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
CPT,China,1,5517,7234,1979,1058,312,43,Thailand,599,Government of Thailand - CPT,Thailand,,800,0,710,0,0,0,0,0,0,0,0,0,1,0,"Other forms of support, check codebook",O
Jamaat al-Muslimeen,Libya,1,5552,3343,1990,1623,134,183,Trinidad and Tobago,219,Government of Trinidad and Tobago - Jamaat al-Muslimeen,Trinidad and Tobago,,52,0,620,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
Devrimci Sol,Syria,1,5555,4177,1991,1177,192,188,Turkey,330,Government of Turkey/Ottoman Empire - Devrimci Sol,Turkey/Ottoman Empire,,640,0,652,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
PKK,Syria,1,5596,6150,1984,1166,194,159,Turkey (Kurdistan),333,Government of Turkey/Ottoman Empire - PKK,Turkey/Ottoman Empire,,640,0,652,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
PKK,KDP,1,5597,6150,1984,1166,194,159,Turkey (Kurdistan),333,Government of Turkey/Ottoman Empire - PKK,Turkey/Ottoman Empire,,640,0,1102,0,0,1,1,0,0,0,0,0,0,0,"Access to Territory, Access to military or intelligence infrastructure",LY
PKK,Syria,1,5598,6152,1985,1166,194,159,Turkey (Kurdistan),333,Government of Turkey/Ottoman Empire - PKK,Turkey/Ottoman Empire,,640,0,652,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
PKK,Kurdish Diaspora,1,5599,6152,1985,1166,194,159,Turkey (Kurdistan),333,Government of Turkey/Ottoman Empire - PKK,Turkey/Ottoman Empire,,640,0,9812,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
